"Rk.x","Player","Debut.x","Age.x","Yrs.x","G.x","MP...7.x","FG.x","FGA.x","3P.x","3PA.x","FT.x","FTA.x","ORB.x","TRB...15.x","AST...16.x","STL...17.x","BLK...18.x","TOV.x","PF.x","PTS...21.x","FG%.x","3P%.x","FT%.x","MP...25.x","PTS...26.x","TRB...27.x","AST...28.x","STL...29.x","BLK...30.x","year","first_team","Rk.y","Debut.y","Age.y","Yrs.y","G.y","MP...7.y","FG.y","FGA.y","3P.y","3PA.y","FT.y","FTA.y","ORB.y","TRB...15.y","AST...16.y","STL...17.y","BLK...18.y","TOV.y","PF.y","PTS...21.y","FG%.y","3P%.y","FT%.y","MP...25.y","PTS...26.y","TRB...27.y","AST...28.y","STL...29.y","BLK...30.y"
60,"D.J. White","Apr 5, '09, OKC vs. IND",22,1,7,130,26,50,0,0,10,13,10,32,6,3,5,3,10,62,0.52,NA,0.769,18.6,8.9,4.6,0.9,0.4,0.7,2008,"OKC",60,"Apr 5, '09, OKC vs. IND",22,6,138,2111,348,687,1,3,113,157,117,437,80,39,57,65,199,810,0.507,0.333,0.72,15.3,5.9,3.2,0.6,0.3,0.4
61,"Jawad Williams","Dec 12, '08, CLE vs. PHI",25,1,10,20,5,12,2,6,0,0,1,2,0,1,0,1,2,12,0.417,0.333,NA,2,1.2,0.2,0,0.1,0,2008,"CLE",61,"Dec 12, '08, CLE vs. PHI",25,3,90,1153,127,344,45,144,41,57,24,133,56,22,8,35,109,340,0.369,0.313,0.719,12.8,3.8,1.5,0.6,0.2,0.1
62,"Sun Yue","Dec 7, '08, LAL vs. MIL",23,1,10,28,3,11,0,6,0,0,0,0,2,1,1,3,10,6,0.273,0,NA,2.8,0.6,0,0.2,0.1,0.1,2008,"LAL",62,"Dec 7, '08, LAL vs. MIL",23,1,10,28,3,11,0,6,0,0,0,0,2,1,1,3,10,6,0.273,0,NA,2.8,0.6,0,0.2,0.1,0.1
1,"David Andersen","Oct 27, '09, HOU @ POR",29,1,63,891,147,340,27,78,46,67,54,208,44,15,12,37,119,367,0.432,0.346,0.687,14.1,5.8,3.3,0.7,0.2,0.2,2009,"HOU",1,"Oct 27, '09, HOU @ POR",29,2,103,1264,203,461,35,101,60,89,74,292,57,20,21,59,159,501,0.44,0.347,0.674,12.3,4.9,2.8,0.6,0.2,0.2
2,"Antonio Anderson","Mar 3, '10, OKC @ DEN",24,1,1,15,1,3,0,0,0,0,1,1,0,0,0,1,1,2,0.333,NA,NA,15,2,1,0,0,0,2009,"OKC",2,"Mar 3, '10, OKC @ DEN",24,1,1,15,1,3,0,0,0,0,1,1,0,0,0,1,1,2,0.333,NA,NA,15,2,1,0,0,0
3,"Jeff Ayres","Dec 22, '09, POR @ DAL",22,1,39,405,43,65,0,0,18,20,25,98,1,7,16,12,76,104,0.662,NA,0.9,10.4,2.7,2.5,0,0.2,0.4,2009,"POR",3,"Dec 22, '09, POR @ DAL",22,6,237,2322,287,519,2,5,114,147,196,632,99,37,66,132,360,690,0.553,0.4,0.776,9.8,2.9,2.7,0.4,0.2,0.3
4,"Rodrigue Beaubois","Oct 30, '09, DAL @ LAL",21,1,56,700,155,299,45,110,42,52,12,78,74,29,12,54,84,397,0.518,0.409,0.808,12.5,7.1,1.4,1.3,0.5,0.2,2009,"DAL",4,"Oct 30, '09, DAL @ LAL",21,4,182,2896,502,1143,129,397,153,189,47,338,374,124,52,204,312,1286,0.439,0.325,0.81,15.9,7.1,1.9,2.1,0.7,0.3
5,"DeJuan Blair","Oct 28, '09, SAS vs. NOH",20,1,82,1494,275,495,0,2,88,161,200,526,65,50,39,112,224,638,0.556,0,0.547,18.2,7.8,6.4,0.8,0.6,0.5,2009,"SAS",5,"Oct 28, '09, SAS vs. NOH",20,7,424,7054,1242,2371,0,9,381,627,810,2153,349,316,127,471,1003,2865,0.524,0,0.608,16.6,6.8,5.1,0.8,0.7,0.3
6,"Jon Brockman","Oct 28, '09, SAC @ OKC",22,1,52,654,55,103,0,0,37,62,105,213,22,15,5,23,115,147,0.534,NA,0.597,12.6,2.8,4.1,0.4,0.3,0.1,2009,"SAC",6,"Oct 28, '09, SAC @ OKC",22,3,150,1570,118,242,0,1,84,136,212,472,49,33,9,57,267,320,0.488,0,0.618,10.5,2.1,3.1,0.3,0.2,0.1
7,"Derrick Brown","Oct 28, '09, CHA @ BOS",22,1,57,535,68,147,2,7,48,72,31,78,19,21,10,19,53,186,0.463,0.286,0.667,9.4,3.3,1.4,0.3,0.4,0.2,2009,"CHA",7,"Oct 28, '09, CHA @ BOS",22,3,171,2554,354,687,13,41,174,273,167,413,119,89,32,109,208,895,0.515,0.317,0.637,14.9,5.2,2.4,0.7,0.5,0.2
8,"Chase Budinger","Oct 27, '09, HOU @ POR",21,1,74,1488,249,565,92,249,67,87,38,220,88,34,11,48,85,657,0.441,0.369,0.77,20.1,8.9,3,1.2,0.5,0.1,2009,"HOU",8,"Oct 27, '09, HOU @ POR",21,7,407,7998,1188,2766,413,1172,409,513,238,1240,473,213,65,310,485,3198,0.43,0.352,0.797,19.7,7.9,3,1.2,0.5,0.2
9,"DeMarre Carroll","Oct 28, '09, MEM vs. DET",23,1,71,795,88,222,0,6,33,53,53,150,33,28,9,24,107,209,0.396,0,0.623,11.2,2.9,2.1,0.5,0.4,0.1,2009,"MEM",9,"Oct 28, '09, MEM vs. DET",23,11,578,13675,1806,4204,658,1839,880,1188,655,2454,726,524,151,498,1127,5150,0.43,0.358,0.741,23.7,8.9,4.2,1.3,0.9,0.3
10,"Omri Casspi","Oct 28, '09, SAC @ OKC",21,1,77,1931,300,672,75,203,117,174,75,349,95,54,17,98,125,792,0.446,0.369,0.672,25.1,10.3,4.5,1.2,0.7,0.2,2009,"SAC",10,"Oct 28, '09, SAC @ OKC",21,10,588,11959,1718,3781,493,1339,713,1052,473,2355,662,362,134,595,917,4642,0.454,0.368,0.678,20.3,7.9,4,1.1,0.6,0.2
11,"Earl Clark","Oct 28, '09, PHO @ LAC",22,1,51,383,56,151,2,5,26,36,18,62,21,7,13,23,25,140,0.371,0.4,0.722,7.5,2.7,1.2,0.4,0.1,0.3,2009,"PHO",11,"Oct 28, '09, PHO @ LAC",22,6,261,3630,453,1125,82,250,150,226,195,778,134,83,136,175,323,1138,0.403,0.328,0.664,13.9,4.4,3,0.5,0.3,0.5
12,"Darren Collison","Oct 28, '09, NOH @ SAS",22,1,76,2109,376,789,46,115,148,174,41,192,432,78,4,202,92,946,0.477,0.4,0.851,27.8,12.4,2.5,5.7,1,0.1,2009,"NOH",12,"Oct 28, '09, NOH @ SAS",22,11,711,20833,3272,6944,635,1613,1682,1973,332,1889,3545,820,106,1383,1212,8861,0.471,0.394,0.853,29.3,12.5,2.7,5,1.2,0.1
13,"Dante Cunningham","Nov 8, '09, POR vs. MIN",22,1,63,707,106,214,0,2,31,48,54,160,14,24,22,15,97,243,0.495,0,0.646,11.2,3.9,2.5,0.2,0.4,0.3,2009,"POR",13,"Nov 8, '09, POR vs. MIN",22,10,715,14875,1772,3777,216,626,373,575,804,2676,506,459,336,352,1227,4133,0.469,0.345,0.649,20.8,5.8,3.7,0.7,0.6,0.5
14,"JamesOn Curry","Jan 25, '10, LAC @ BOS",24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,2009,"LAC",14,"Jan 25, '10, LAC @ BOS",24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
15,"Stephen Curry","Oct 28, '09, GSW vs. HOU",21,1,80,2896,528,1143,166,380,177,200,48,356,472,152,19,243,252,1399,0.462,0.437,0.885,36.2,17.5,4.5,5.9,1.9,0.2,2009,"GSW",15,"Oct 28, '09, GSW vs. HOU",21,15,956,32723,8084,17098,3747,8805,3753,4125,629,4509,6119,1473,235,2987,2215,23668,0.473,0.426,0.91,34.2,24.8,4.7,6.4,1.5,0.2
16,"Austin Daye","Oct 30, '09, DET vs. OKC",21,1,69,915,137,295,29,95,46,56,34,174,34,25,26,48,114,349,0.464,0.305,0.821,13.3,5.1,2.5,0.5,0.4,0.4,2009,"DET",16,"Oct 30, '09, DET vs. OKC",21,6,293,4132,567,1410,188,535,200,257,143,764,212,116,117,204,480,1522,0.402,0.351,0.778,14.1,5.2,2.6,0.7,0.4,0.4
17,"DeMar DeRozan","Oct 28, '09, TOR vs. CLE",20,1,77,1664,255,512,4,16,148,194,66,223,53,43,18,62,176,662,0.498,0.25,0.763,21.6,8.6,2.9,0.7,0.6,0.2,2009,"TOR",17,"Oct 28, '09, TOR vs. CLE",20,15,1110,38460,8440,18007,531,1791,6171,7337,785,4910,4527,1108,361,2274,2509,23582,0.469,0.296,0.841,34.6,21.2,4.4,4.1,1,0.3
18,"Toney Douglas","Oct 28, '09, NYK @ MIA",23,1,56,1087,179,391,68,175,55,68,40,108,112,42,3,55,116,481,0.458,0.389,0.809,19.4,8.6,1.9,2,0.8,0.1,2009,"NYK",18,"Oct 28, '09, NYK @ MIA",23,8,394,7511,1093,2705,444,1256,379,460,213,875,889,349,30,410,775,3009,0.404,0.354,0.824,19.1,7.6,2.2,2.3,0.9,0.1
19,"Wayne Ellington","Oct 28, '09, MIN vs. NJN",22,1,76,1384,190,448,64,162,61,70,33,159,74,20,5,74,72,505,0.424,0.395,0.871,18.2,6.6,2.1,1,0.3,0.1,2009,"MIN",19,"Oct 28, '09, MIN vs. NJN",22,13,770,16100,2233,5441,1214,3175,510,605,238,1643,852,412,66,508,884,6190,0.41,0.382,0.843,20.9,8,2.1,1.1,0.5,0.1
20,"Tyreke Evans","Oct 28, '09, SAC @ OKC",20,1,72,2677,533,1165,36,141,348,465,66,380,414,109,26,216,204,1450,0.458,0.255,0.748,37.2,20.1,5.3,5.8,1.5,0.4,2009,"SAC",20,"Oct 28, '09, SAC @ OKC",20,10,594,18242,3510,7978,500,1548,1827,2415,500,2720,2852,734,222,1489,1308,9347,0.44,0.323,0.757,30.7,15.7,4.6,4.8,1.2,0.4
21,"Jonny Flynn","Oct 28, '09, MIN vs. NJN",20,1,81,2339,397,952,77,215,223,270,24,191,356,82,2,233,98,1094,0.417,0.358,0.826,28.9,13.5,2.4,4.4,1,0,2009,"MIN",21,"Oct 28, '09, MIN vs. NJN",20,3,163,3738,551,1379,118,349,284,351,44,307,634,122,7,382,179,1504,0.4,0.338,0.809,22.9,9.2,1.9,3.9,0.7,0
22,"Sundiata Gaines","Jan 6, '10, UTA vs. MEM",23,1,32,217,38,82,7,26,23,46,6,29,39,12,0,14,17,106,0.463,0.269,0.5,6.8,3.3,0.9,1.2,0.4,0,2009,"UTA",22,"Jan 6, '10, UTA vs. MEM",23,3,113,1311,182,458,44,146,100,178,46,175,207,83,3,93,100,508,0.397,0.301,0.562,11.6,4.5,1.5,1.8,0.7,0
23,"Alonzo Gee","Mar 11, '10, WAS vs. ATL",22,1,11,182,28,59,7,9,18,29,15,33,7,7,1,10,13,81,0.475,0.778,0.621,16.5,7.4,3,0.6,0.6,0.1,2009,"WAS",23,"Mar 11, '10, WAS vs. ATL",22,8,417,9071,1001,2309,186,572,566,751,389,1360,441,379,101,447,792,2754,0.434,0.325,0.754,21.8,6.6,3.3,1.1,0.9,0.2
24,"Taj Gibson","Oct 29, '09, CHI vs. SAS",24,1,82,2204,311,629,0,0,113,175,226,611,70,50,104,114,282,735,0.494,NA,0.646,26.9,9,7.5,0.9,0.6,1.3,2009,"CHI",24,"Oct 29, '09, CHI vs. SAS",24,15,965,22660,3431,6633,54,205,1374,1927,2082,5607,925,521,946,1020,2371,8290,0.517,0.263,0.713,23.5,8.6,5.8,1,0.5,1
25,"Trey Gilder","Oct 28, '09, MEM vs. DET",25,1,2,5,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1,NA,NA,2.5,1,0.5,0,0.5,0,2009,"MEM",25,"Oct 28, '09, MEM vs. DET",25,1,2,5,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1,NA,NA,2.5,1,0.5,0,0.5,0
26,"Danny Green","Nov 12, '09, CLE @ MIA",22,1,20,115,15,39,6,22,4,6,8,17,5,6,3,5,9,40,0.385,0.273,0.667,5.8,2,0.9,0.3,0.3,0.2,2009,"CLE",26,"Nov 12, '09, CLE @ MIA",22,15,832,20899,2546,6047,1577,3946,535,665,501,2827,1277,853,634,825,1454,7204,0.421,0.4,0.805,25.1,8.7,3.4,1.5,1,0.8
27,"Taylor Griffin","Nov 4, '09, PHO @ ORL",23,1,8,32,4,10,0,2,2,4,0,2,1,0,2,1,4,10,0.4,0,0.5,4,1.3,0.3,0.1,0,0.3,2009,"PHO",27,"Nov 4, '09, PHO @ ORL",23,1,8,32,4,10,0,2,2,4,0,2,1,0,2,1,4,10,0.4,0,0.5,4,1.3,0.3,0.1,0,0.3
28,"Tyler Hansbrough","Nov 6, '09, IND vs. WAS",24,1,29,511,81,225,0,4,84,113,60,138,28,17,8,21,70,246,0.36,0,0.743,17.6,8.5,4.8,1,0.6,0.3,2009,"IND",28,"Nov 6, '09, IND vs. WAS",24,7,428,7233,947,2156,3,22,984,1333,745,1808,181,207,91,319,869,2881,0.439,0.136,0.738,16.9,6.7,4.2,0.4,0.5,0.2
29,"James Harden","Oct 28, '09, OKC vs. SAC",20,1,76,1738,233,578,93,248,194,240,47,244,137,80,20,106,200,753,0.403,0.375,0.808,22.9,9.9,3.2,1.8,1.1,0.3,2009,"OKC",29,"Oct 28, '09, OKC vs. SAC",20,15,1072,37222,7643,17315,2940,8082,7659,8900,816,6017,7629,1597,600,3919,2695,25885,0.441,0.364,0.861,34.7,24.1,5.6,7.1,1.5,0.6
30,"Gerald Henderson","Oct 28, '09, CHA @ BOS",22,1,43,355,37,104,4,19,35,47,15,55,13,10,9,14,25,113,0.356,0.211,0.745,8.3,2.6,1.3,0.3,0.2,0.2,2009,"CHA",30,"Oct 28, '09, CHA @ BOS",22,8,535,13854,2249,5111,249,762,1240,1564,314,1716,1009,358,183,639,930,5987,0.44,0.327,0.793,25.9,11.2,3.2,1.9,0.7,0.3
31,"Jordan Hill","Oct 28, '09, NYK @ MIA",22,1,47,624,99,201,0,2,46,68,76,175,20,14,21,30,92,244,0.493,0,0.676,13.3,5.2,3.7,0.4,0.3,0.4,2009,"NYK",31,"Oct 28, '09, NYK @ MIA",22,8,409,7692,1357,2733,3,22,515,737,879,2389,322,150,272,426,875,3232,0.497,0.136,0.699,18.8,7.9,5.8,0.8,0.4,0.7
32,"Jrue Holiday","Oct 30, '09, PHI vs. MIL",19,1,73,1767,230,520,62,159,65,86,56,191,280,79,18,156,153,587,0.442,0.39,0.756,24.2,8,2.6,3.8,1.1,0.2,2009,"PHI",32,"Oct 30, '09, PHI vs. MIL",19,15,975,32263,6180,13355,1466,3953,1910,2436,922,4075,6201,1407,508,2596,2095,15736,0.463,0.371,0.784,33.1,16.1,4.2,6.4,1.4,0.5
33,"Lester Hudson","Oct 28, '09, BOS vs. CHA",25,1,25,131,21,53,5,16,11,13,7,18,13,8,3,14,12,58,0.396,0.313,0.846,5.2,2.3,0.7,0.5,0.3,0.1,2009,"BOS",33,"Oct 28, '09, BOS vs. CHA",25,4,57,594,95,253,28,101,50,62,16,77,71,32,8,56,52,268,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.6,0.1
34,"Chris Hunter","Nov 20, '09, GSW vs. POR",25,1,60,783,109,217,0,4,52,69,56,167,37,13,35,30,132,270,0.502,0,0.754,13.1,4.5,2.8,0.6,0.2,0.6,2009,"GSW",34,"Nov 20, '09, GSW vs. POR",25,1,60,783,109,217,0,4,52,69,56,167,37,13,35,30,132,270,0.502,0,0.754,13.1,4.5,2.8,0.6,0.2,0.6
35,"Serge Ibaka","Oct 30, '09, OKC @ DET",20,1,73,1323,201,370,1,2,58,92,138,397,10,25,97,68,194,461,0.543,0.5,0.63,18.1,6.3,5.4,0.1,0.3,1.3,2009,"OKC",35,"Oct 30, '09, OKC @ DET",20,14,919,25126,4575,8916,614,1709,1264,1669,1894,6513,749,373,1759,1187,2480,11028,0.513,0.359,0.757,27.3,12,7.1,0.8,0.4,1.9
36,"Cedric Jackson","Jan 23, '10, CLE vs. OKC",23,1,12,74,6,20,1,6,7,12,2,8,14,3,2,11,7,20,0.3,0.167,0.583,6.2,1.7,0.7,1.2,0.3,0.2,2009,"CLE",36,"Jan 23, '10, CLE vs. OKC",23,1,12,74,6,20,1,6,7,12,2,8,14,3,2,11,7,20,0.3,0.167,0.583,6.2,1.7,0.7,1.2,0.3,0.2
37,"Othyus Jeffers","Mar 6, '10, UTA vs. LAC",24,1,14,73,12,29,0,0,13,19,8,19,1,4,0,6,10,37,0.414,NA,0.684,5.2,2.6,1.4,0.1,0.3,0,2009,"UTA",37,"Mar 6, '10, UTA vs. LAC",24,3,37,442,46,100,1,6,46,69,34,95,22,21,0,21,45,139,0.46,0.167,0.667,11.9,3.8,2.6,0.6,0.6,0
38,"Brandon Jennings","Oct 30, '09, MIL @ PHI",20,1,82,2671,451,1216,145,388,223,273,49,282,470,105,18,200,191,1270,0.371,0.374,0.817,32.6,15.5,3.4,5.7,1.3,0.2,2009,"MIL",38,"Oct 30, '09, MIL @ PHI",20,9,555,16844,2750,7099,914,2648,1387,1743,329,1659,3151,679,98,1203,996,7801,0.387,0.345,0.796,30.3,14.1,3,5.7,1.2,0.2
39,"Jonas Jerebko","Oct 31, '09, DET @ MIL",22,1,80,2232,290,603,36,115,125,176,194,478,58,79,29,82,230,741,0.481,0.313,0.71,27.9,9.3,6,0.7,1,0.4,2009,"DET",39,"Oct 31, '09, DET @ MIL",22,9,635,11323,1465,3203,400,1101,589,765,763,2522,525,321,153,438,1225,3919,0.457,0.363,0.77,17.8,6.2,4,0.8,0.5,0.2
40,"James Johnson","Oct 30, '09, CHI @ BOS",22,1,65,757,95,210,15,46,51,70,34,128,48,21,43,62,126,256,0.452,0.326,0.729,11.6,3.9,2,0.7,0.3,0.7,2009,"CHI",40,"Oct 30, '09, CHI @ BOS",22,15,774,15524,2307,4870,381,1268,827,1219,605,2710,1606,581,653,1044,1744,5822,0.474,0.3,0.678,20.1,7.5,3.5,2.1,0.8,0.8
41,"Oliver Lafayette","Apr 14, '10, BOS vs. MIL",25,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,0.5,0.5,NA,22,7,4,2,0,0,2009,"BOS",41,"Apr 14, '10, BOS vs. MIL",25,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,0.5,0.5,NA,22,7,4,2,0,0
42,"Marcus Landry","Oct 28, '09, NYK @ MIA",24,1,18,111,16,43,9,28,3,5,5,19,0,1,2,6,14,44,0.372,0.321,0.6,6.2,2.4,1.1,0,0.1,0.1,2009,"NYK",42,"Oct 28, '09, NYK @ MIA",24,1,18,111,16,43,9,28,3,5,5,19,0,1,2,6,14,44,0.372,0.321,0.6,6.2,2.4,1.1,0,0.1,0.1
43,"Ty Lawson","Oct 28, '09, DEN vs. UTA",22,1,65,1318,201,390,34,83,106,140,42,124,203,48,2,82,89,542,0.515,0.41,0.757,20.3,8.3,1.9,3.1,0.7,0,2009,"DEN",43,"Oct 28, '09, DEN vs. UTA",22,8,551,16088,2496,5424,473,1319,1512,1964,351,1506,3316,636,52,1159,898,6977,0.46,0.359,0.77,29.2,12.7,2.7,6,1.2,0.1
44,"Wesley Matthews","Oct 28, '09, UTA @ DEN",23,1,82,2025,273,565,63,165,160,193,50,191,124,64,15,93,152,769,0.483,0.382,0.829,24.7,9.4,2.3,1.5,0.8,0.2,2009,"UTA",44,"Oct 28, '09, UTA @ DEN",23,15,986,28579,3822,9123,1845,4914,1721,2090,498,2757,1843,925,204,1071,1999,11210,0.419,0.375,0.823,29,11.4,2.8,1.9,0.9,0.2
45,"Eric Maynor","Oct 28, '09, UTA @ DEN",22,1,81,1269,154,368,22,71,52,72,21,129,266,40,10,85,115,382,0.418,0.31,0.722,15.7,4.7,1.6,3.3,0.5,0.1,2009,"UTA",45,"Oct 28, '09, UTA @ DEN",22,5,267,3896,440,1122,111,317,150,208,67,348,760,111,20,281,296,1141,0.392,0.35,0.721,14.6,4.3,1.3,2.8,0.4,0.1
46,"Jodie Meeks","Nov 3, '09, MIL @ CHI",22,1,60,719,104,268,42,132,31,39,9,99,39,18,5,25,52,281,0.388,0.318,0.795,12,4.7,1.7,0.7,0.3,0.1,2009,"MIL",46,"Nov 3, '09, MIL @ CHI",22,10,539,12110,1665,3969,775,2078,883,1004,148,1120,583,413,36,410,632,4988,0.42,0.373,0.879,22.5,9.3,2.1,1.1,0.8,0.1
47,"Patty Mills","Jan 4, '10, POR @ LAC",21,1,10,38,10,24,2,4,4,7,1,2,5,0,0,4,6,26,0.417,0.5,0.571,3.8,2.6,0.2,0.5,0,0,2009,"POR",47,"Jan 4, '10, POR @ LAC",21,15,892,17995,2819,6646,1520,3937,735,859,264,1469,1984,568,77,844,1140,7893,0.424,0.386,0.856,20.2,8.8,1.6,2.2,0.6,0.1
48,"Byron Mullens","Dec 28, '09, OKC @ NJN",20,1,13,54,7,19,0,0,0,0,3,10,1,2,0,4,13,14,0.368,NA,NA,4.2,1.1,0.8,0.1,0.2,0,2009,"OKC",48,"Dec 28, '09, OKC @ NJN",20,5,189,3446,557,1366,111,348,173,245,200,790,153,74,98,187,335,1398,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.4,0.5
49,"A.J. Price","Oct 30, '09, IND vs. MIA",23,1,56,865,145,354,60,174,60,75,12,88,106,35,3,59,53,410,0.41,0.345,0.8,15.4,7.3,1.6,1.9,0.6,0.1,2009,"IND",49,"Oct 30, '09, IND vs. MIA",23,6,261,3929,549,1444,218,690,207,279,68,377,567,125,9,229,237,1523,0.38,0.316,0.742,15.1,5.8,1.4,2.2,0.5,0
50,"DaJuan Summers","Nov 4, '09, DET @ TOR",22,1,44,405,46,130,15,42,27,38,14,45,16,8,7,16,52,134,0.354,0.357,0.711,9.2,3,1,0.4,0.2,0.2,2009,"DET",50,"Nov 4, '09, DET @ TOR",22,4,83,820,103,268,29,79,43,67,24,82,29,18,8,37,104,278,0.384,0.367,0.642,9.9,3.3,1,0.3,0.2,0.1
51,"Jermaine Taylor","Nov 2, '09, HOU @ UTA",23,1,31,303,45,119,5,22,33,46,21,46,16,10,3,19,15,128,0.378,0.227,0.717,9.8,4.1,1.5,0.5,0.3,0.1,2009,"HOU",51,"Nov 2, '09, HOU @ UTA",23,2,65,786,139,315,19,67,54,74,47,108,48,24,8,65,54,351,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.4,0.1
52,"Jeff Teague","Oct 28, '09, ATL vs. IND",21,1,71,719,90,227,7,32,41,49,5,67,122,34,11,50,82,228,0.396,0.219,0.837,10.1,3.2,0.9,1.7,0.5,0.2,2009,"ATL",52,"Oct 28, '09, ATL vs. IND",21,12,826,22164,3548,7984,708,1968,2257,2673,274,1989,4585,936,277,1803,1542,10061,0.444,0.36,0.844,26.8,12.2,2.4,5.6,1.1,0.3
53,"Garrett Temple","Feb 9, '10, HOU @ MIA",23,1,27,334,44,101,13,37,35,50,6,31,21,13,6,27,42,136,0.436,0.351,0.7,12.4,5,1.1,0.8,0.5,0.2,2009,"HOU",53,"Feb 9, '10, HOU @ MIA",23,14,743,15234,1617,4030,714,2077,581,783,309,1682,1229,593,239,658,1341,4529,0.401,0.344,0.742,20.5,6.1,2.3,1.7,0.8,0.3
54,"Hasheem Thabeet","Oct 28, '09, MEM vs. DET",22,1,68,883,77,131,0,0,54,93,85,243,11,15,89,43,162,208,0.588,NA,0.581,13,3.1,3.6,0.2,0.2,1.3,2009,"MEM",54,"Oct 28, '09, MEM vs. DET",22,5,224,2357,182,321,0,0,119,206,203,595,27,59,184,123,453,483,0.567,NA,0.578,10.5,2.2,2.7,0.1,0.3,0.8
55,"Marcus Thornton","Nov 6, '09, NOH vs. TOR",22,1,73,1872,398,883,117,313,144,177,72,211,114,58,11,76,127,1057,0.451,0.374,0.814,25.6,14.5,2.9,1.6,0.8,0.2,2009,"NOH",55,"Nov 6, '09, NOH vs. TOR",22,8,483,11299,2124,5003,735,2051,767,924,407,1348,677,405,61,491,739,5750,0.425,0.358,0.83,23.4,11.9,2.8,1.4,0.8,0.1
56,"Reggie Williams","Mar 2, '10, GSW @ MIA",23,1,24,782,140,283,33,92,52,62,18,110,66,23,6,29,49,365,0.495,0.359,0.839,32.6,15.2,4.6,2.8,1,0.3,2009,"GSW",56,"Mar 2, '10, GSW @ MIA",23,7,206,3736,599,1313,199,545,201,268,105,493,301,88,13,142,241,1598,0.456,0.365,0.75,18.1,7.8,2.4,1.5,0.4,0.1
57,"Terrence Williams","Oct 28, '09, NJN @ MIN",22,1,78,1764,261,651,31,100,103,144,46,348,223,43,10,124,126,656,0.401,0.31,0.715,22.6,8.4,4.5,2.9,0.6,0.1,2009,"NJN",57,"Oct 28, '09, NJN @ MIN",22,4,153,2922,437,1061,58,183,153,232,67,545,364,83,19,222,199,1085,0.412,0.317,0.659,19.1,7.1,3.6,2.4,0.5,0.1
58,"Sam Young","Oct 28, '09, MEM vs. DET",24,1,80,1321,224,497,11,56,136,175,77,201,52,34,20,94,106,595,0.451,0.196,0.777,16.5,7.4,2.5,0.7,0.4,0.3,2009,"MEM",58,"Oct 28, '09, MEM vs. DET",24,4,249,3966,560,1266,49,175,267,360,163,573,180,134,57,204,311,1436,0.442,0.28,0.742,15.9,5.8,2.3,0.7,0.5,0.2
1,"Jeff Adrien","Oct 27, '10, GSW vs. HOU",24,1,23,196,23,54,0,0,11,19,23,58,10,4,5,9,28,57,0.426,NA,0.579,8.5,2.5,2.5,0.4,0.2,0.2,2010,"GSW",1,"Oct 27, '10, GSW vs. HOU",24,5,153,2148,264,557,0,2,181,288,221,659,100,50,79,91,259,709,0.474,0,0.628,14,4.6,4.3,0.7,0.3,0.5
2,"Solomon Alabi","Nov 13, '10, TOR @ MIA",22,1,12,59,3,15,0,0,0,2,7,14,2,2,2,3,5,6,0.2,NA,0,4.9,0.5,1.2,0.2,0.2,0.2,2010,"TOR",2,"Nov 13, '10, TOR @ MIA",22,2,26,181,16,51,0,0,7,10,22,61,5,4,11,8,16,39,0.314,NA,0.7,7,1.5,2.3,0.2,0.2,0.4
3,"Cole Aldrich","Oct 31, '10, OKC vs. UTA",22,1,18,142,8,15,0,0,2,4,13,35,4,5,7,8,30,18,0.533,NA,0.5,7.9,1,1.9,0.2,0.3,0.4,2010,"OKC",3,"Oct 31, '10, OKC vs. UTA",22,8,339,3389,435,825,0,0,180,244,334,1131,183,137,233,199,509,1050,0.527,NA,0.738,10,3.1,3.3,0.5,0.4,0.7
4,"Al-Farouq Aminu","Oct 27, '10, LAC vs. POR",20,1,81,1452,160,406,45,143,92,119,75,267,60,59,25,103,121,457,0.394,0.315,0.773,17.9,5.6,3.3,0.7,0.7,0.3,2010,"LAC",4,"Oct 27, '10, LAC vs. POR",20,11,711,17698,1948,4641,543,1634,911,1221,982,4280,879,678,397,863,1302,5350,0.42,0.332,0.746,24.9,7.5,6,1.2,1,0.6
5,"James Anderson","Oct 27, '10, SAS vs. IND",21,1,26,286,31,81,18,46,14,18,2,23,18,3,6,13,24,94,0.383,0.391,0.778,11,3.6,0.9,0.7,0.1,0.2,2010,"SAS",5,"Oct 27, '10, SAS vs. IND",21,5,247,4320,525,1276,196,611,176,233,108,560,291,121,55,216,292,1422,0.411,0.321,0.755,17.5,5.8,2.3,1.2,0.5,0.2
