"Rk.x","Player","Debut.x","Age.x","Yrs.x","G.x","MP...7.x","FG.x","FGA.x","3P.x","3PA.x","FT.x","FTA.x","ORB.x","TRB...15.x","AST...16.x","STL...17.x","BLK...18.x","TOV.x","PF.x","PTS...21.x","FG%.x","3P%.x","FT%.x","MP...25.x","PTS...26.x","TRB...27.x","AST...28.x","STL...29.x","BLK...30.x","year","first_team","Rk.y","Debut.y","Age.y","Yrs.y","G.y","MP...7.y","FG.y","FGA.y","3P.y","3PA.y","FT.y","FTA.y","ORB.y","TRB...15.y","AST...16.y","STL...17.y","BLK...18.y","TOV.y","PF.y","PTS...21.y","FG%.y","3P%.y","FT%.y","MP...25.y","PTS...26.y","TRB...27.y","AST...28.y","STL...29.y","BLK...30.y"
31,"A.J. Hammons","Oct 28, '16, DAL vs. HOU",24,1,22,163,17,42,5,10,9,20,8,36,4,1,13,10,21,48,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,0.6,2016,"DAL",31,"Oct 28, '16, DAL vs. HOU",24,1,22,163,17,42,5,10,9,20,8,36,4,1,13,10,21,48,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,0.6
32,"Andrew Harrison","Oct 26, '16, MEM vs. MIN",22,1,72,1474,117,360,43,156,148,194,23,136,198,53,21,85,194,425,0.325,0.276,0.763,20.5,5.9,1.9,2.8,0.7,0.3,2016,"MEM",32,"Oct 26, '16, MEM vs. MIN",22,3,145,2987,314,842,95,323,289,371,52,287,399,95,49,178,366,1012,0.373,0.294,0.779,20.6,7,2,2.8,0.7,0.3
33,"Juancho Hernangómez","Oct 26, '16, DEN @ NOP",21,1,62,842,101,224,46,113,57,76,43,187,29,30,12,31,62,305,0.451,0.407,0.75,13.6,4.9,3,0.5,0.5,0.2,2016,"DEN",33,"Oct 26, '16, DEN @ NOP",21,7,339,5269,590,1379,266,777,265,392,268,1131,216,131,71,167,365,1711,0.428,0.342,0.676,15.5,5,3.3,0.6,0.4,0.2
34,"Willy Hernangómez","Oct 25, '16, NYK @ CLE",22,1,72,1324,246,465,4,15,91,125,170,502,96,41,36,100,150,587,0.529,0.267,0.728,18.4,8.2,7,1.3,0.6,0.5,2016,"NYK",34,"Oct 25, '16, NYK @ CLE",22,7,344,5149,974,1827,37,121,539,756,709,1982,364,145,134,347,573,2524,0.533,0.306,0.713,15,7.3,5.8,1.1,0.4,0.4
35,"Buddy Hield","Oct 26, '16, NOP vs. DEN",24,1,82,1888,327,767,148,379,64,76,35,269,121,38,9,101,115,866,0.426,0.391,0.842,23,10.6,3.3,1.5,0.5,0.1,2016,"NOP",35,"Oct 26, '16, NOP vs. DEN",24,8,632,18317,3559,8200,1924,4808,778,905,476,2672,1641,545,204,1064,1314,9820,0.434,0.4,0.86,29,15.5,4.2,2.6,0.9,0.3
36,"Danuel House Jr.","Nov 11, '16, WAS vs. CLE",23,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,1,0,1,0,0,0,2016,"WAS",36,"Nov 11, '16, WAS vs. CLE",23,8,294,6271,734,1692,368,1024,319,419,156,879,335,165,98,214,467,2155,0.434,0.359,0.761,21.3,7.3,3,1.1,0.6,0.3
37,"Brandon Ingram","Oct 26, '16, LAL vs. HOU",19,1,79,2279,276,686,55,187,133,214,60,316,166,50,36,116,158,740,0.402,0.294,0.621,28.8,9.4,4,2.1,0.6,0.5,2016,"LAL",37,"Oct 26, '16, LAL vs. HOU",19,8,477,15721,3373,7208,644,1777,1866,2374,344,2466,2037,342,269,1199,1153,9256,0.468,0.362,0.786,33,19.4,5.2,4.3,0.7,0.6
38,"Demetrius Jackson","Nov 6, '16, BOS vs. DEN",22,1,5,17,3,4,1,1,3,6,2,4,3,0,0,0,0,10,0.75,1,0.5,3.4,2,0.8,0.6,0,0,2016,"BOS",38,"Nov 6, '16, BOS vs. DEN",22,3,26,136,18,37,4,14,8,12,9,19,17,7,1,11,11,48,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.3,0
39,"Pierre Jackson","Dec 27, '16, DAL vs. HOU",25,1,8,84,13,39,3,11,6,7,1,9,19,2,0,3,5,35,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0.3,0,2016,"DAL",39,"Dec 27, '16, DAL vs. HOU",25,1,8,84,13,39,3,11,6,7,1,9,19,2,0,3,5,35,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0.3,0
40,"Brice Johnson","Feb 23, '17, LAC @ GSW",22,1,3,9,2,7,0,0,0,0,1,3,1,2,1,1,0,4,0.286,NA,NA,3,1.3,1,0.3,0.7,0.3,2016,"LAC",40,"Feb 23, '17, LAC @ GSW",22,2,21,107,22,49,0,1,3,5,10,34,3,11,7,6,13,47,0.449,0,0.6,5.1,2.2,1.6,0.1,0.5,0.3
41,"Damian Jones","Dec 10, '16, GSW @ MEM",21,1,10,85,8,16,0,0,3,10,9,23,0,1,4,6,15,19,0.5,NA,0.3,8.5,1.9,2.3,0,0.1,0.4,2016,"GSW",41,"Dec 10, '16, GSW @ MEM",21,8,279,3782,536,817,26,74,268,375,292,869,193,92,182,175,530,1366,0.656,0.351,0.715,13.6,4.9,3.1,0.7,0.3,0.7
42,"Derrick Jones Jr.","Nov 19, '16, PHO @ PHI",19,1,32,545,68,121,3,11,29,41,39,79,12,14,13,13,63,168,0.562,0.273,0.707,17,5.3,2.5,0.4,0.4,0.4,2016,"PHO",42,"Nov 19, '16, PHO @ PHI",19,8,420,8211,1039,2071,243,768,488,691,501,1367,306,266,281,245,779,2809,0.502,0.316,0.706,19.6,6.7,3.3,0.7,0.6,0.7
43,"Mindaugas Kuzminskas","Oct 25, '16, NYK @ CLE",27,1,68,1016,158,369,54,168,55,68,47,126,69,29,11,51,79,425,0.428,0.321,0.809,14.9,6.3,1.9,1,0.4,0.2,2016,"NYK",43,"Oct 25, '16, NYK @ CLE",27,2,69,1018,158,371,54,168,55,68,47,126,69,29,11,51,79,425,0.426,0.321,0.809,14.8,6.2,1.8,1,0.4,0.2
44,"Skal Labissière","Nov 5, '16, SAC @ MIL",20,1,33,612,117,218,3,8,52,74,51,162,27,16,13,37,64,289,0.537,0.375,0.703,18.5,8.8,4.9,0.8,0.5,0.4,2016,"SAC",44,"Nov 5, '16, SAC @ MIL",20,4,148,2595,429,872,30,85,181,242,224,662,152,53,99,151,314,1069,0.492,0.353,0.748,17.5,7.2,4.5,1,0.4,0.7
45,"Nicolás Laprovíttola","Oct 25, '16, SAS @ GSW",27,1,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,0.426,0.37,1,9.7,3.3,0.6,1.6,0.2,0.1,2016,"SAS",45,"Oct 25, '16, SAS @ GSW",27,1,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,0.426,0.37,1,9.7,3.3,0.6,1.6,0.2,0.1
46,"Jake Layman","Nov 1, '16, POR vs. GSW",22,1,35,249,26,89,13,51,13,17,6,24,11,9,3,11,22,78,0.292,0.255,0.765,7.1,2.2,0.7,0.3,0.3,0.1,2016,"POR",46,"Nov 1, '16, POR vs. GSW",22,6,243,3099,458,996,131,437,128,178,102,417,127,99,71,122,254,1175,0.46,0.3,0.719,12.8,4.8,1.7,0.5,0.4,0.3
47,"Caris LeVert","Dec 7, '16, BRK vs. DEN",22,1,57,1237,171,380,59,184,67,93,23,188,110,49,8,59,91,468,0.45,0.321,0.72,21.7,8.2,3.3,1.9,0.9,0.1,2016,"BRK",47,"Dec 7, '16, BRK vs. DEN",22,8,460,12956,2412,5560,673,1973,1001,1354,328,1778,1890,491,165,842,935,6498,0.434,0.341,0.739,28.2,14.1,3.9,4.1,1.1,0.4
48,"Shawn Long","Mar 6, '17, PHI vs. MIL",24,1,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,0.56,0.368,0.543,13,8.2,4.7,0.7,0.5,0.5,2016,"PHI",48,"Mar 6, '17, PHI vs. MIL",24,1,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,0.56,0.368,0.543,13,8.2,4.7,0.7,0.5,0.5
49,"Timothé Luwawu-Cabarrot","Oct 29, '16, PHI vs. ATL",21,1,69,1190,145,361,50,161,105,123,25,149,75,32,10,73,154,445,0.402,0.311,0.854,17.2,6.4,2.2,1.1,0.5,0.1,2016,"PHI",49,"Oct 29, '16, PHI vs. ATL",21,6,328,5254,648,1657,320,956,321,387,124,656,293,132,42,232,605,1937,0.391,0.335,0.829,16,5.9,2,0.9,0.4,0.1
50,"Sheldon Mac","Oct 27, '16, WAS @ ATL",24,1,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,0.4,0.233,0.852,9.6,3,1.1,0.5,0.3,0.1,2016,"WAS",50,"Oct 27, '16, WAS @ ATL",24,1,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,0.4,0.233,0.852,9.6,3,1.1,0.5,0.3,0.1
51,"Thon Maker","Oct 30, '16, MIL @ DET",19,1,57,562,83,181,28,74,32,49,40,114,23,10,26,17,84,226,0.459,0.378,0.653,9.9,4,2,0.4,0.2,0.5,2016,"MIL",51,"Oct 30, '16, MIL @ DET",19,5,263,3624,425,976,130,397,236,347,218,726,161,96,173,142,460,1216,0.435,0.327,0.68,13.8,4.6,2.8,0.6,0.4,0.7
52,"Patrick McCaw","Oct 25, '16, GSW vs. SAS",21,1,71,1074,106,245,41,123,29,37,21,100,77,32,15,36,62,282,0.433,0.333,0.784,15.1,4,1.4,1.1,0.5,0.2,2016,"GSW",52,"Oct 25, '16, GSW vs. SAS",21,5,199,3373,292,696,92,302,84,107,64,319,270,139,31,123,233,760,0.42,0.305,0.785,16.9,3.8,1.6,1.4,0.7,0.2
53,"Rodney McGruder","Oct 26, '16, MIA @ ORL",25,1,78,1966,190,460,73,220,44,71,94,256,124,46,18,56,140,497,0.413,0.332,0.62,25.2,6.4,3.3,1.6,0.6,0.2,2016,"MIA",53,"Oct 26, '16, MIA @ ORL",25,7,317,6158,681,1622,301,836,162,241,253,885,381,161,50,190,459,1825,0.42,0.36,0.672,19.4,5.8,2.8,1.2,0.5,0.2
54,"Dejounte Murray","Oct 29, '16, SAS vs. NOP",20,1,38,322,50,116,9,23,21,30,6,42,48,8,6,38,29,130,0.431,0.391,0.7,8.5,3.4,1.1,1.3,0.2,0.2,2016,"SAS",54,"Oct 29, '16, SAS vs. NOP",20,7,472,13733,2912,6359,552,1602,885,1125,438,2725,2490,678,127,955,840,7261,0.458,0.345,0.787,29.1,15.4,5.8,5.3,1.4,0.3
55,"Jamal Murray","Oct 26, '16, DEN @ NOP",19,1,82,1764,295,730,115,344,106,120,41,214,170,51,24,113,124,811,0.404,0.334,0.883,21.5,9.9,2.6,2.1,0.6,0.3,2016,"DEN",55,"Oct 26, '16, DEN @ NOP",19,7,469,14378,3020,6678,990,2607,1157,1334,360,1757,2106,451,164,948,854,8187,0.452,0.38,0.867,30.7,17.5,3.7,4.5,1,0.3
56,"Maurice Ndour","Nov 1, '16, NYK @ DET",24,1,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,0.453,0.143,0.731,10.3,3.1,2,0.3,0.5,0.3,2016,"NYK",56,"Nov 1, '16, NYK @ DET",24,1,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,0.453,0.143,0.731,10.3,3.1,2,0.3,0.5,0.3
57,"Georges Niang","Oct 28, '16, IND @ BRK",23,1,23,93,9,36,1,12,2,2,2,17,5,3,0,5,6,21,0.25,0.083,1,4,0.9,0.7,0.2,0.1,0,2016,"IND",57,"Oct 28, '16, IND @ BRK",23,8,465,7797,1169,2652,717,1805,207,239,125,1082,423,148,64,297,782,3262,0.441,0.397,0.866,16.8,7,2.3,0.9,0.3,0.1
58,"David Nwaba","Feb 28, '17, LAL vs. CHO",24,1,20,397,47,81,1,5,25,39,17,63,14,13,7,11,36,120,0.58,0.2,0.641,19.9,6,3.2,0.7,0.7,0.4,2016,"LAL",58,"Feb 28, '17, LAL vs. CHO",24,6,237,4583,603,1231,87,272,329,489,236,866,246,177,106,163,447,1622,0.49,0.32,0.673,19.3,6.8,3.7,1,0.7,0.4
59,"Daniel Ochefu","Oct 27, '16, WAS @ ATL",23,1,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,0.444,NA,0,3.9,1.3,1.2,0.2,0.1,0,2016,"WAS",59,"Oct 27, '16, WAS @ ATL",23,1,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,0.444,NA,0,3.9,1.3,1.2,0.2,0.1,0
60,"Chinanu Onuaku","Dec 26, '16, HOU vs. PHO",20,1,5,52,5,7,0,0,4,4,2,10,3,3,1,4,6,14,0.714,NA,1,10.4,2.8,2,0.6,0.6,0.2,2016,"HOU",60,"Dec 26, '16, HOU vs. PHO",20,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,0.583,NA,1,12.3,3,2.3,0.7,0.5,0.2
61,"Georgios Papagiannis","Nov 5, '16, SAC @ MIL",19,1,22,355,56,102,0,2,12,14,24,86,20,3,17,24,44,124,0.549,0,0.857,16.1,5.6,3.9,0.9,0.1,0.8,2016,"SAC",61,"Nov 5, '16, SAC @ MIL",19,2,39,477,74,144,0,2,12,14,37,123,29,7,23,32,56,160,0.514,0,0.857,12.2,4.1,3.2,0.7,0.2,0.6
62,"Gary Payton II","Apr 2, '17, MIL vs. DAL",24,1,6,99,8,22,1,9,3,5,0,12,13,3,4,10,9,20,0.364,0.111,0.6,16.5,3.3,2,2.2,0.5,0.7,2016,"MIL",62,"Apr 2, '17, MIL vs. DAL",24,8,208,3102,457,829,99,287,68,114,184,578,229,209,61,122,354,1081,0.551,0.345,0.596,14.9,5.2,2.8,1.1,1,0.3
63,"Marshall Plumlee","Nov 20, '16, NYK vs. ATL",24,1,21,170,16,30,0,0,8,19,23,51,10,4,4,12,23,40,0.533,NA,0.421,8.1,1.9,2.4,0.5,0.2,0.2,2016,"NYK",63,"Nov 20, '16, NYK vs. ATL",24,2,29,222,17,33,0,0,20,35,27,68,12,4,5,15,33,54,0.515,NA,0.571,7.7,1.9,2.3,0.4,0.1,0.2
64,"Jakob Poeltl","Oct 26, '16, TOR vs. DET",21,1,54,626,67,115,0,0,31,57,78,165,12,17,20,29,113,165,0.583,NA,0.544,11.6,3.1,3.1,0.2,0.3,0.4,2016,"TOR",64,"Oct 26, '16, TOR vs. DET",21,8,538,11634,1985,3144,2,4,515,958,1415,3606,925,315,686,610,1303,4487,0.631,0.5,0.538,21.6,8.3,6.7,1.7,0.6,1.3
65,"Alex Poythress","Apr 2, '17, PHI @ TOR",23,1,6,157,25,54,6,19,8,10,11,29,5,3,2,3,14,64,0.463,0.316,0.8,26.2,10.7,4.8,0.8,0.5,0.3,2016,"PHI",65,"Apr 2, '17, PHI @ TOR",23,3,52,566,76,161,19,53,26,39,47,122,24,10,13,18,77,197,0.472,0.358,0.667,10.9,3.8,2.3,0.5,0.2,0.3
66,"Taurean Prince","Oct 27, '16, ATL vs. WAS",22,1,59,981,114,285,33,102,74,94,25,157,55,43,27,61,96,335,0.4,0.324,0.787,16.6,5.7,2.7,0.9,0.7,0.5,2016,"ATL",66,"Oct 27, '16, ATL vs. WAS",22,8,502,12236,1807,4261,841,2239,634,782,228,1804,850,399,209,721,1024,5089,0.424,0.376,0.811,24.4,10.1,3.6,1.7,0.8,0.4
67,"Tim Quarterman","Nov 9, '16, POR @ LAC",22,1,16,80,13,29,5,13,0,3,4,14,11,2,3,11,6,31,0.448,0.385,0,5,1.9,0.9,0.7,0.1,0.2,2016,"POR",67,"Nov 9, '16, POR @ LAC",22,2,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,0.438,0.333,0.4,4.9,1.8,0.9,0.6,0.1,0.2
68,"Chasson Randle","Jan 14, '17, PHI @ WAS",23,1,26,299,40,98,16,47,41,43,6,32,34,9,2,19,39,137,0.408,0.34,0.953,11.5,5.3,1.2,1.3,0.3,0.1,2016,"PHI",68,"Jan 14, '17, PHI @ WAS",23,4,119,1919,223,556,106,294,127,159,23,172,210,58,10,108,197,679,0.401,0.361,0.799,16.1,5.7,1.4,1.8,0.5,0.1
69,"Malachi Richardson","Oct 26, '16, SAC @ PHO",21,1,22,198,28,68,8,28,15,19,3,23,11,5,1,8,23,79,0.412,0.286,0.789,9,3.6,1,0.5,0.2,0,2016,"SAC",69,"Oct 26, '16, SAC @ PHO",21,3,70,625,67,187,28,93,36,46,10,70,24,16,2,26,63,198,0.358,0.301,0.783,8.9,2.8,1,0.3,0.2,0
70,"Domantas Sabonis","Oct 26, '16, OKC @ PHI",20,1,81,1632,192,481,51,159,44,67,46,288,82,39,32,83,200,479,0.399,0.321,0.657,20.1,5.9,3.6,1,0.5,0.4,2016,"OKC",70,"Oct 26, '16, OKC @ PHI",20,8,576,17470,3541,6373,245,737,1737,2391,1482,5908,2739,448,271,1460,1789,9064,0.556,0.332,0.726,30.3,15.7,10.3,4.8,0.8,0.5
71,"Dario Šarić","Oct 26, '16, PHI vs. OKC",22,1,81,2129,381,927,106,341,172,220,112,513,182,57,30,183,162,1040,0.411,0.311,0.782,26.3,12.8,6.3,2.2,0.7,0.4,2016,"PHI",71,"Oct 26, '16, PHI vs. OKC",22,7,477,10869,1805,4058,631,1745,816,973,664,2576,917,271,96,706,966,5057,0.445,0.362,0.839,22.8,10.6,5.4,1.9,0.6,0.2
72,"Tomáš Satoranský","Oct 27, '16, WAS @ ATL",25,1,57,719,61,147,9,37,23,33,25,83,92,26,6,38,60,154,0.415,0.243,0.697,12.6,2.7,1.5,1.6,0.5,0.1,2016,"WAS",72,"Oct 27, '16, WAS @ ATL",25,6,388,8617,997,2132,237,670,445,543,312,1117,1586,309,60,513,658,2676,0.468,0.354,0.82,22.2,6.9,2.9,4.1,0.8,0.2
73,"Wayne Selden","Mar 14, '17, NOP vs. POR",22,1,14,236,25,58,7,28,14,22,1,16,13,6,1,12,18,71,0.431,0.25,0.636,16.9,5.1,1.1,0.9,0.4,0.1,2016,"NOP",73,"Mar 14, '17, NOP vs. POR",22,4,127,2386,338,814,112,326,127,177,54,253,189,57,19,145,209,915,0.415,0.344,0.718,18.8,7.2,2,1.5,0.4,0.1
74,"Pascal Siakam","Oct 26, '16, TOR vs. DET",22,1,55,859,103,205,1,7,22,32,64,185,17,26,45,33,109,229,0.502,0.143,0.688,15.6,4.2,3.4,0.3,0.5,0.8,2016,"TOR",74,"Oct 26, '16, TOR vs. DET",22,8,551,17089,3719,7504,566,1715,1743,2274,824,3643,1998,499,332,1023,1506,9747,0.496,0.33,0.766,31,17.7,6.6,3.6,0.9,0.6
75,"Diamond Stone","Oct 30, '16, LAC vs. UTA",19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,0.231,NA,1,3.4,1.4,0.9,0,0,0.1,2016,"LAC",75,"Oct 30, '16, LAC vs. UTA",19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,0.231,NA,1,3.4,1.4,0.9,0,0,0.1
76,"Isaiah Taylor","Apr 2, '17, HOU @ PHO",22,1,4,52,1,7,0,2,1,2,1,3,3,1,1,0,6,3,0.143,0,0.5,13,0.8,0.8,0.8,0.3,0.3,2016,"HOU",76,"Apr 2, '17, HOU @ PHO",22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,0.413,0.244,0.699,17.2,6.3,1.4,2.9,0.5,0.2
77,"Mike Tobey","Feb 15, '17, CHO @ TOR",22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,0.25,NA,NA,12.5,1,1.5,0.5,0,0,2016,"CHO",77,"Feb 15, '17, CHO @ TOR",22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,0.25,NA,NA,12.5,1,1.5,0.5,0,0
78,"Tyler Ulis","Oct 26, '16, PHO vs. SAC",21,1,61,1123,184,437,21,79,55,71,20,95,226,48,5,77,73,444,0.421,0.266,0.775,18.4,7.3,1.6,3.7,0.8,0.1,2016,"PHO",78,"Oct 26, '16, PHO vs. SAC",21,3,133,2782,398,988,63,225,139,172,44,223,537,118,12,204,193,998,0.403,0.28,0.808,20.9,7.5,1.7,4,0.9,0.1
79,"Jarrod Uthoff","Mar 10, '17, DAL vs. BRK",23,1,9,115,16,38,3,9,5,7,8,22,9,2,4,3,8,40,0.421,0.333,0.714,12.8,4.4,2.4,1,0.2,0.4,2016,"DAL",79,"Mar 10, '17, DAL vs. BRK",23,2,16,168,23,56,6,18,7,9,10,28,9,3,4,3,10,59,0.411,0.333,0.778,10.5,3.7,1.8,0.6,0.2,0.3
80,"Denzel Valentine","Oct 29, '16, CHI vs. IND",23,1,57,976,102,288,73,208,14,18,11,151,63,30,7,49,86,291,0.354,0.351,0.778,17.1,5.1,2.6,1.1,0.5,0.1,2016,"CHI",80,"Oct 29, '16, CHI vs. IND",23,5,256,4817,680,1728,361,1004,74,94,101,857,466,159,31,228,412,1795,0.394,0.36,0.787,18.8,7,3.3,1.8,0.6,0.1
81,"Fred VanVleet","Nov 9, '16, TOR @ OKC",22,1,37,294,39,111,11,29,18,22,4,42,35,16,3,15,36,107,0.351,0.379,0.818,7.9,2.9,1.1,0.9,0.4,0.1,2016,"TOR",81,"Nov 9, '16, TOR @ OKC",22,8,490,15082,2476,6126,1227,3270,1181,1361,207,1663,2788,663,228,823,1065,7360,0.404,0.375,0.868,30.8,15,3.4,5.7,1.4,0.5
82,"Okaro White","Jan 19, '17, MIA vs. DAL",24,1,35,471,33,87,12,34,20,22,25,82,21,10,10,18,52,98,0.379,0.353,0.909,13.5,2.8,2.3,0.6,0.3,0.3,2016,"MIA",82,"Jan 19, '17, MIA vs. DAL",24,3,44,557,40,105,16,47,22,25,29,95,23,11,11,19,58,118,0.381,0.34,0.88,12.7,2.7,2.2,0.5,0.3,0.3
83,"Isaiah Whitehead","Oct 26, '16, BRK @ BOS",21,1,73,1643,204,508,44,149,91,113,32,184,192,42,36,142,175,543,0.402,0.295,0.805,22.5,7.4,2.5,2.6,0.6,0.5,2016,"BRK",83,"Oct 26, '16, BRK @ BOS",21,2,89,1823,244,594,51,167,104,132,36,210,212,50,38,166,198,643,0.411,0.305,0.788,20.5,7.2,2.4,2.4,0.6,0.4
84,"Troy Williams","Oct 29, '16, MEM @ NYK",22,1,30,557,73,167,18,62,21,32,15,69,25,27,10,32,60,185,0.437,0.29,0.656,18.6,6.2,2.3,0.8,0.9,0.3,2016,"MEM",84,"Oct 29, '16, MEM @ NYK",22,3,72,1176,168,374,43,144,50,77,49,191,52,57,22,60,131,429,0.449,0.299,0.649,16.3,6,2.7,0.7,0.8,0.3
85,"Kyle Wiltjer","Oct 28, '16, HOU @ DAL",24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,0.286,0.308,0.5,3.1,0.9,0.7,0.1,0.2,0.1,2016,"HOU",85,"Oct 28, '16, HOU @ DAL",24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,0.286,0.308,0.5,3.1,0.9,0.7,0.1,0.2,0.1
86,"Stephen Zimmerman","Oct 28, '16, ORL @ DET",20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,0.323,NA,0.6,5.7,1.2,1.8,0.2,0.1,0.3,2016,"ORL",86,"Oct 28, '16, ORL @ DET",20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,0.323,NA,0.6,5.7,1.2,1.8,0.2,0.1,0.3
87,"Paul Zipser","Oct 29, '16, CHI vs. IND",22,1,44,843,88,221,33,99,31,40,15,125,36,15,16,40,78,240,0.398,0.333,0.775,19.2,5.5,2.8,0.8,0.3,0.4,2016,"CHI",87,"Oct 29, '16, CHI vs. IND",22,2,98,1667,169,455,70,209,50,65,28,256,82,35,31,83,164,458,0.371,0.335,0.769,17,4.7,2.6,0.8,0.4,0.3
88,"Ivica Zubac","Nov 2, '16, LAL @ ATL",19,1,38,609,126,238,0,3,32,49,41,159,30,14,33,30,66,284,0.529,0,0.653,16,7.5,4.2,0.8,0.4,0.9,2016,"LAL",88,"Nov 2, '16, LAL @ ATL",19,8,504,10810,1865,3046,1,12,882,1194,1236,3732,580,163,485,578,1207,4613,0.612,0.083,0.739,21.4,9.2,7.4,1.2,0.3,1
1,"Bam Adebayo","Oct 18, '17, MIA @ ORL",20,1,69,1368,174,340,0,7,129,179,118,381,101,32,41,66,138,477,0.512,0,0.721,19.8,6.9,5.5,1.5,0.5,0.6,2017,"MIA",1,"Oct 18, '17, MIA @ ORL",20,7,489,14680,2888,5276,23,104,1714,2270,1081,4275,1707,509,436,1057,1206,7513,0.547,0.221,0.755,30,15.4,8.7,3.5,1,0.9
2,"Jarrett Allen","Oct 20, '17, BRK vs. ORL",19,1,72,1441,234,397,5,15,114,147,144,388,49,28,88,82,147,587,0.589,0.333,0.776,20,8.2,5.4,0.7,0.4,1.2,2017,"BRK",2,"Oct 20, '17, BRK vs. ORL",19,7,486,13724,2460,3902,19,111,1246,1753,1403,4441,790,294,630,670,986,6185,0.63,0.171,0.711,28.2,12.7,9.1,1.6,0.6,1.3
3,"Kadeem Allen","Dec 11, '17, BOS @ CHI",25,1,18,107,6,22,0,11,7,9,4,11,12,3,2,9,15,19,0.273,0,0.778,5.9,1.1,0.6,0.7,0.2,0.1,2017,"BOS",3,"Dec 11, '17, BOS @ CHI",25,3,47,640,90,207,22,63,56,74,14,71,109,24,8,43,68,258,0.435,0.349,0.757,13.6,5.5,1.5,2.3,0.5,0.2
4,"Ike Anigbogu","Oct 20, '17, IND vs. POR",19,1,11,30,4,9,0,0,5,6,5,9,0,1,3,2,1,13,0.444,NA,0.833,2.7,1.2,0.8,0,0.1,0.3,2017,"IND",4,"Oct 20, '17, IND vs. POR",19,2,14,36,4,12,0,0,5,6,6,12,1,1,4,3,1,13,0.333,NA,0.833,2.6,0.9,0.9,0.1,0.1,0.3
5,"OG Anunoby","Oct 19, '17, TOR vs. CHI",20,1,74,1481,163,346,73,197,39,62,44,184,55,52,14,45,130,438,0.471,0.371,0.629,20,5.9,2.5,0.7,0.7,0.2,2017,"TOR",5,"Oct 19, '17, TOR vs. CHI",20,7,418,12148,1893,3994,692,1839,523,702,452,1786,667,527,224,547,1001,5001,0.474,0.376,0.745,29.1,12,4.3,1.6,1.3,0.5
6,"Ryan Arcidiacono","Oct 19, '17, CHI @ TOR",23,1,24,304,17,41,9,31,5,6,1,25,35,13,0,13,18,48,0.415,0.29,0.833,12.7,2,1,1.5,0.5,0,2017,"CHI",6,"Oct 19, '17, CHI @ TOR",23,7,257,3938,358,851,181,491,134,166,53,452,487,122,7,135,359,1031,0.421,0.369,0.807,15.3,4,1.8,1.9,0.5,0
7,"Jamel Artis","Dec 13, '17, ORL vs. LAC",25,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,0.392,0.276,0.583,18.6,5.1,2.5,1.2,0.1,0.2,2017,"ORL",7,"Dec 13, '17, ORL vs. LAC",25,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,0.392,0.276,0.583,18.6,5.1,2.5,1.2,0.1,0.2
8,"Dwayne Bacon","Oct 18, '17, CHO @ DET",22,1,53,713,72,192,11,43,20,25,4,124,38,16,2,23,46,175,0.375,0.256,0.8,13.5,3.3,2.3,0.7,0.3,0,2017,"CHO",8,"Oct 18, '17, CHO @ DET",22,4,207,4012,571,1419,127,404,234,300,58,537,230,96,14,124,273,1503,0.402,0.314,0.78,19.4,7.3,2.6,1.1,0.5,0.1
